#,Status,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
1209,Pending,Feature,Normal, Abstract VisIt's host profile and engine launch capability as an independent product ,-,-,-,Mark Miller,10/02/2012,,0%,,10/02/2012 04:09 pm,10/04/2012 05:23 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Ok, this may be a stretch for VisIt.
I just got done playing with NiCE (NEAMS Integrated Computational Environment) and one of the big features of NiCE is the ability to launch jobs on remote parallel compute resources. I think they put a lot of work into making that happen. But, I am guessing it doesn't handle all the variations and odd-ball compute resources and methods for job launching that VisIt handles. So, I was thinking VisIt's machinery could stand a chance of having a life of its own apart from VisIt and that products like NiCE could simply use the job launch capabilities of VisIt.
"
1210,Pending,Bug,Normal, static build issues pending for 2.6 release ,-,-,-,Cyrus Harrison,10/03/2012,,0%,,10/03/2012 02:11 pm,06/19/2013 03:01 pm,3 - Occasional,3 - Major Irritation,trunk,,,All,Any,"
Info is from the llnl buildbots (OSX 16.0 & rhel 6.3):
build_visit will successfully create static 3rd- party, if I disable the following libs: hdf4 adios ccmio boxlib pyside
Note, the following are not tested by the buildbot b/c the require http access: h5part fastbit itaps
Current VisIt build problem: (I don't use mpi for my static builds, looks like DDT stuff needs to guard on MPI)
/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:62:19: error: mpi.h: No such file or directory/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp: In function 'int ddtMpiCompat_Bcast(void*, int, int, int, int)':/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:143: error: 'MPI_Datatype' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:143: error: expected ';' before 'mpitype'/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:146: error: 'mpitype' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:146: error: 'MPI_INT' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:147: error: 'MPI_CHAR' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:152: error: 'mpitype' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:152: error: 'MPI_COMM_WORLD' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:152: error: 'MPI_Bcast' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp: In function 'void ddtMpiCompat_rankAndSize(int*, int*)':/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:173: error: 'MPI_COMM_WORLD' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:173: error: 'MPI_Comm_rank' was not declared in this scope/scratch/harrison37/buildbot/sandbox/cdh-rhel-6.3-x86_64/main-linux-static/build/src/sim/V2/ddtsim/ddtsim.cpp:174: error: 'MPI_Comm_size' was not declared in this scopemake2: * [sim/V2/ddtsim/CMakeFiles/ddtsim_static.dir/ddtsim.cpp.o] Error 1make1:  [sim/V2/ddtsim/CMakeFiles/ddtsim_static.dir/all] Error 2make: *"
1211,Resolved,Bug,Normal, pick on point mesh selects wrong point ,Kathleen Biagas,-,2.6,Cyrus Harrison,10/04/2012,,0%,2.00 hours,10/04/2012 11:39 am,10/11/2012 07:22 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Bob Corey reportrts doing a zone or node pick on his point meshes never selects the right point.
I veirite this with an example data set he gave me.
Data set is LLNL OCF rz @   /usr/gapps/visit/bug_data/issue_1211/
"
1212,Pending,Bug,Normal," build_visit: ice-t doesnt use mpic++ in users path, even when --parallel is passed ",-,-,-,Cyrus Harrison,10/04/2012,,0%,,10/04/2012 12:22 pm,10/11/2012 02:12 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
--parallel is passed, ""mpic++"" is in the users path, and build_visit knows this:
Configuring with mpi compiler wrapper: /share/apps/openmpi-1.4.3/intel-12/bin/mpic++
However, Ice-t is confused:
Building Ice-T (~2 minutes) You must set either the PAR_COMPILER or PAR_INCLUDE environment variable to be Ice-T. PAR_COMPILER should be of the form ""/path/to/mpi/bin/mpic++""  PAR_INCLUDE should be of the form ""-I/path/to/mpi/include""
"
1213,Resolved,Bug,Normal, xrayimage query has artifacts. ,Eric Brugger,-,2.6.1,Eric Brugger,10/04/2012,,100%,32.00 hours,10/04/2012 05:21 pm,12/05/2012 05:58 pm,2 - Rare,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Dan Laney report that he created some xrayimage queries of his data and he would see random artifacts in the images. He provided me with a reproducer.
I investigated one of the artifacts and found that it occured with a ray nearly parallel to a non-planar quadrilateral. Changing the code to treat quadrilaterals as two triangles caused all the artifacts to disappear.
"
1214,Pending,Feature,Normal," common base class for cacheable items, in leui of void pointer and explicit destructor  ",-,-,-,Cyrus Harrison,10/09/2012,,0%,,10/09/2012 05:31 pm,10/11/2012 02:05 pm,,,2.12.3,4 - High,3 - Occasional,All,Any,"
I think most of our cache items are actually our classes, if so we could use a common base class and avoid the void ptr and destructor scheme we currently use.
I see this as a plus style wise, and maybe the start of a path to a smarter cache. For example cacheable objects can provide memory usage info via the same common interface,etc
"
1215,Pending,Feature,Normal, Upgrade to the new version of Silo ,Eric Brugger,-,-,Eric Brugger,10/11/2012,,0%,,10/11/2012 02:15 pm,,,,2.12.3,4 - High,3 - Occasional,All,Any,"
Mark will be releasing a new version of Silo that has new functionality that is important at LLNL. We should upgrade to using it.
"
1216,Resolved,Bug,High, mdsever crash on Windows in Miranda reader. ,-,-,2.6,Kathleen Biagas,10/16/2012,,0%,,10/16/2012 12:33 pm,10/30/2012 06:37 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,Windows,Any,"
crash occurs reading miranda_test_data/jet2d/plot_mat_t83.raw, in avtMirandaFileFormat::Fix2DFileOrder
conditions:  a = 0, b =2, fileOrder = { 1, 0, -1}
posB is never assigned a value, but is used in a comparison.
Comments on this method state that fileOrder should contain a permutation of 0,1,2.
Not clear to me if the function needs updating to handle different permutations, or if the caller should be fixed to pass correct values.
"
1217,Rejected,Bug,High, Xrayimage query doesn't support non-square images ,-,-,-,Eric Brugger,10/17/2012,,0%,2.00 hours,10/17/2012 11:20 am,01/29/2013 05:24 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Joshua Kallman reported that when he specifies a non-square image, he still ends up getting a square image and the image is distorted. I haven't actually verified this yet.
"
1218,Expired,Bug,Normal, Movie Maker template ,-,-,-,Daniel Smith,10/17/2012,,0%,,10/17/2012 06:47 pm,05/07/2015 06:50 pm,5 - Always,3 - Major Irritation,2.5.2,,,All,Any,"
when I attempt  to create a movie using any of the save movie wizard templates i receive the following error: /homes/dasmith/Desktop/VisIt.app/Contents/Resources/bin/visit -movie -v 2.5.2 -format ppm -geometry 643x579 -output ""/homes/dasmith/visit sessions/test videos/video2/4screenmovie"" -fps 10 -start 0 -end 55 -templatefile current.opt -psn_0_1163548
This is using a mac os x version 10.6.8
"
1219,Pending,Bug,Normal, Tube operator generates some twists at 45+n*90 degree intervals ,-,-,-,Brad Whitlock,10/25/2012,,0%,,10/25/2012 12:24 pm,11/06/2012 01:27 pm,2 - Rare,2 - Minor Irritation,2.5.2,,,All,Any,"
I was applying the Tube operator to the example.lines file at http://visitusers.org/index.php?title=Lines3D and I found that it would insert twisted geometry at spans that cross 45+n*90 degrees (45, 135, 225, ...).
"
1220,Pending,Feature,High, LLNL Windows Image Updates ,Eric Brugger,-,3.0,Cyrus Harrison,10/29/2012,,0%,,10/29/2012 01:12 pm,10/25/2016 01:44 pm,,,2.12.3,4 - High,4 - Common,All,Any,"
Contact Jim Deleon to update iSRD for Windows releases.
I just spoke with him regarding a user issue with an older version of VisIt, and he said we should directly contacthim if we want to make sure the updates are pushed out to Windows users.
"
1221,Resolved,Bug,Normal, Viewer crash on query after failing to set time step. ,Brad Whitlock,-,2.6,Brad Whitlock,10/29/2012,,100%,,10/29/2012 03:18 pm,11/05/2012 03:14 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Jay Salmonson reported this bug where the viewer crashes due to an invalid time step being accessed. In this case, the time step cannot be accessed because file permissions are wrong. Here's a reproducer:
1. mkdir crash2. cd crash3. cp /usr/gapps/visit/data/wave00??.silo .4. chmod 200 wave0050.silo5. visit -cli -debug 5 -s reproducer.py
Here is reproducer.py:
OpenDatabase(""wave*.silo database"")AddPlot(""Pseudocolor"", ""pressure"")DrawPlots()for i in xrange(TimeSliderGetNStates()):    SetTimeSliderState(i)    Query(""Cycle"")
"
1222,Pending,Feature,High, Support Edge & Face Data ,-,-,-,Cyrus Harrison,10/31/2012,,0%,,10/31/2012 11:32 am,11/28/2012 11:19 am,,,2.12.3,5 - Very High,4 - Common,All,Any,"
Requested by Brian Ryujin, perhaps via transform manager
~9month time frame.
"
1223,Resolved,Bug,Normal, fully remove ViSUS ,Mark Miller,-,2.7,Mark Miller,10/31/2012,,90%,0.50 hour,10/31/2012 02:13 pm,06/18/2013 08:03 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
A while back we dropped support for ViSUS and removed it from our nightly testing. But, there is a bunch of other places that reference ViSUS that need to be removed...
src/databases/CMakeLists.txtsrc/databases/ViSUSsrc/CMakeLists.txtsrc/CMake/FindVisus.cmakesrc/CMake/PluginVsInstall.cmake.insrc/svn_bin/bv_support/bv_main.shsrc/svn_bin/bv_support/modules.xmlsrc/svn_bin/bv_support/bv_visus.shsrc/config-site/convertconfigs.pysrc/config-site/<various>.cmaketest/tests/queries/pickonionpeel.sessiontest/tests/session/legendproperties.sessiondata/visus_test_data.tar.gz
"
1224,Resolved,Bug,High, VisIt's cli won't run with a system-installed python on Windows. ,Kathleen Biagas,-,2.6,Kathleen Biagas,10/31/2012,,0%,1.00 hour,10/31/2012 04:40 pm,11/01/2012 02:08 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,Windows,Any,"
If Python is installed on Windows, running the cli yields this error:'Import Error, could not import module 'PySide.QtOpenGL'Fatal Python error: can't initialize module pyside_viewer.
The solution may be to have the launcher define PYTHONHOME.
"
1225,Resolved,Feature,Normal, rethink location of personal visit files on Windows ,Kathleen Biagas,-,2.6,Kathleen Biagas,10/31/2012,,0%,1.00 hour,10/31/2012 06:05 pm,11/07/2012 08:10 pm,,,2.12.3,3 - Medium,3 - Occasional,Windows,Any,"
We store config files, sessions, color tables etc in users' Documents/VisIt <version> folder.The first time a new version is run, the launcher should be prompting user if they want to copy old version config files to the new version.
Should we re-think where these are stored?  Remove the version from the folder?If we decide that they should be stored in version-specific folders, then the code to copy config files should be expanded to copy color tables and other customizations.
"
1226,Resolved,Bug,Normal, Scaling Pseudocolor point glyphs by an expression changes coloring ,Kathleen Biagas,-,2.6,Kathleen Biagas,11/01/2012,,0%,2.00 hours,11/01/2012 04:53 pm,11/02/2012 01:44 pm,3 - Occasional,3 - Major Irritation,trunk,,,All,Any,"
noise.siloPseudocolor of PointVarChange point glyph type to boxDraw.  Take note of var range in legend.Change the variable used to scale the glyphs to a created expression:  PointVar *25Apply.  The var range changes.
This doesn't happen with other vars, only with expressions.
"
1227,Pending,Feature,Normal, Change download pages for VisIt. ,-,-,-,Brad Whitlock,11/05/2012,,0%,,11/05/2012 02:53 pm,11/08/2012 01:09 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Our executable download page features large tables for many versions of VisIt. Can we streamline this so users are more likely to download the right version? One criticism we've often heard is that it is difficult to pick the right Linux binaries that are likely to work on a particular system.
PV's download page lets the user pick version, OS, and a couple of other properties and assembles menus on the fly so the user can download the right package.
http://www.paraview.org/paraview/resources/software.php
We could do the same. Let the user pick a version. At that point the supported OS's for that version get displayed: Windows 32-bit, Windows 64-bit, Linux 32-bit, Linux 64-bit, MacOS X 32-bit, MacOS X 64-bit, (AIX for older VisIt versions)... For Linux, I'd add a dynamic element to the page that lets the user pick from Ubuntu, Redhat 5, etc. After choosing any of these, there is a list of file(s) to pick from and a Download button to get the selected file. We could also display the other information such as host, gcc-used, and so on in a label.
"
1228,Resolved,Bug,Normal, visit_utils.encoding: update ffmpeg flags ,Cyrus Harrison,-,2.6,Cyrus Harrison,11/06/2012,,0%,,11/06/2012 12:52 pm,11/06/2012 12:53 pm,3 - Occasional,2 - Minor Irritation,trunk,,,All,Any,"
Change +4mv+aic to +mv4+aic, to comply with a parser change in new versions of ffmpeg.
"
1229,Pending,Feature,Normal, Install extra color tables for LLNL installations ,-,-,-,Mark Miller,11/06/2012,,0%,,11/06/2012 01:39 pm,11/28/2012 11:18 am,,,2.12.3,4 - High,3 - Occasional,All,Any,"
Mike Zika explained he is doing more work folks at other sites using tools other than VisIt and he needs the ability to produce comparable images with VisIt. A key factor is getting the color tables to match up.He has an interest in installing other tool's color tables in public VisIt installs so that anyone using VisIt will have access to them.
This will likely only work with LLNL-specific installs. In addition, due to an increase in number of color tables, it could require either that we prepend <toolname>_<colotable-name> to external tool's tables or that we opt for a more hierarchical view of the namespace of available colortables in VisIt's GUI widgets that interact with the list of color tables.
"
1230,Pending,Bug,Normal, Find shader solution for rendering nodal values on quads ,-,-,-,Cyrus Harrison,11/06/2012,,0%,,11/06/2012 01:39 pm,11/28/2012 11:17 am,3 - Occasional,3 - Major Irritation,2.5.2,,,All,Any,"
We need a solution for the long standing anisotropic rendering of nodal vars on quads.
This happens b/c quads are split into two triangles by OpenGL & the bi-linear interpolation we want isn't realized.
There have been a few attempts to resolve this:*Subdivide quads operator It doesn't avoid the fundamental splitting issue, and its defaults are targed a very large quads. This makes it very hard for users to try.*Splitting to four triangles  Still isn't high enough fidelity, for a symmetric dataset, can make everything look hashy.
I think the only solution is a shader strategy that splits quads into two tris, but provides all of the quad info so the proper interpolation can be done. This should be prototyped outside of VTK. Adding it to VTK is going to be quite difficult :-(.
Here is some more info:http://visitusers.org/index.php?title=Pseudocolor_rendering_of_nodal_variables_on_quads
"
1231,Pending,Bug,Normal, Silo db expressions aren't properly updated when they change  ,-,-,-,Cyrus Harrison,11/06/2012,,0%,,11/06/2012 02:06 pm,11/28/2012 11:17 am,3 - Occasional,3 - Major Irritation,2.5.2,,,All,Any,"
Brian Ryujin has a set of species expressions that change depend on the evolution of a simulation.
Even with the flag MetaDataIsTimeVaring on the expressions don't seem to update.
To reproduce:
Sample data is on the rz @ /usr/gapps/visit/bug_data/issue_1231/

Open an plot the var ""SpeciesFractions/AIR/O"" Take note of the definition of this expr by looking at the DB expressions.
Change the timestep An error will occur.
ReopenThe expression will change and plot correctly, the new expression is listed as a DB expression.We need to make this happen automatically.

"
1232,Resolved,Bug,Normal, Python capabilities enabled even when Python is not requested. ,Cyrus Harrison,-,2.6.1,Brad Whitlock,11/06/2012,,0%,,11/06/2012 03:18 pm,12/19/2012 12:07 pm,2 - Rare,2 - Minor Irritation,2.5.2,,,All,Any,"
I wanted to do a really quick build so I turned off most of the packages in my config-site file. I turned off Python and PySide by commenting out their respective lines. When I ran cmake, I still got errors about Python being used in various places. In addition to turning off Python via my config-site, I had to add additional arguments to my cmake configure in order for it to complete:
cmake -DCMAKE_BUILD_TYPE:STRING=Debug -DVISIT_PYTHON_SCRIPTING:BOOL=OFF -DVISIT_PYTHON_FILTERS:BOOL=OFF ../src
I would have expected since I turned off Python by not setting VISIT_PYTHON_DIR that none of the other Python functionality would still be enabled.
"
1233,Pending,Bug,Normal, wrong results with two cmfes in single expression ,-,-,-,Kathleen Biagas,11/08/2012,,0%,,11/08/2012 11:31 am,07/01/2013 05:10 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
db = ""/usr/gapps/visit/data/wave.visit""
OpenDatabase(db)DefineScalarExpression(""cmfe_diff"", ""conn_cmfe(<[0]i:pressure>, <quadmesh>) - conn_cmfe(<[1]i:pressure>, <quadmesh>)"")DefineScalarExpression(""first"",  ""conn_cmfe(<[0]i:pressure>, <quadmesh>)"")DefineScalarExpression(""second"", ""conn_cmfe(<[1]i:pressure>, <quadmesh>)"")DefineScalarExpression(""res"", ""first - second"")
AddPlot(""Pseudocolor"", ""cmfe_diff"")DrawPlots()CloneWindow()SetActiveWindow(2)ChangeActivePlotsVar(""res"")DrawPlots()
Window with ""cmfe_diff"" (two cmfe's in same expression) will have all zero.Windows with ""res""  (two expressions, each with cmfe, used in third expression)
"
1234,Resolved,Feature,Normal, Have all queries able to return an xml object ,Kathleen Biagas,-,2.8,Kathleen Biagas,11/08/2012,,0%,30.00 hours,11/08/2012 02:59 pm,02/27/2014 07:16 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Was writing a script for someone and found I had to parse the QueryOutputString of a Zone Center query instead of being able to retrieve the python object via GetQueryOutputObject.
All (most)? queries should be ale to return an xml object that the cli can then convert to the python dictionary object.
"
1235,Resolved,Bug,Normal, Pick through time can give strange error message ,Kathleen Biagas,-,2.6,Kathleen Biagas,11/08/2012,,0%,0.50 hour,11/08/2012 03:03 pm,11/08/2012 03:37 pm,3 - Occasional,3 - Major Irritation,2.5.2,,,All,Any,"
Playing with picks through time, zone picks to be exact, and found when using the Query->Pick option in the gui, or in the cli with ""PickByZone(element=zoneid, do_time=1)""
ERROR: Time history query is not available for Zone Center.
The time-curve still generated, but when the curve window was hidden, based on the error message, I thought the time curve had NOT been generated.
Seems to occur if the 'Preserve Coordinate' aspect of pick-through-time is turned on.
"
1236,Pending,Feature,Normal, consider ipython support for the CLI ,-,-,-,Cyrus Harrison,11/11/2012,,0%,,11/11/2012 04:26 pm,11/28/2012 12:16 pm,,,2.12.3,4 - High,4 - Common,All,Any,"
(nice for interactive - no readline issues?)
"
1237,Rejected,Bug,Normal, disable lighting for GPU vol rendering? ,Mark Miller,-,2.7,Cyrus Harrison,11/11/2012,,0%,,11/11/2012 05:23 pm,08/14/2013 01:39 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
data sets are usually sampled, lighting makes everything look way too black.
This is the out of the box exp people get with our volume renderer.
"
1238,Pending,Feature,Normal, Add overlap detection to CSG discretization ,-,-,-,Mark Miller,11/13/2012,,0%,,11/13/2012 01:09 pm,11/28/2012 12:14 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Scott McKinely requested this...
We should add some ability to detect overlapping CSG regions. Not quite sure how to go about it but I think in the subdivision based algorithm we could use the fact that continued subdvision is failing to resolve to a single region.

Our # 1 way to find overlap is when we create a mesh and we double check all zones to see who owns a point. However, it is really hard to get a good scale down for this check. As an example, I am making a room that is 5 meters by 5 meters by 5 meters. However, the window is about 1 cm thick. So we would roughly need a mesh at the 1cm  level to find an overlap. However, I could easily see the problem in VisIt with the CSG format used. So adding this feature to VisIt would be wonderful since this is one of the biggest places where mistakes are made when setting up a Mobte Carlo input deck.

"
1239,Resolved,Bug,Normal, Transparent plots make time slider $time=0 in parallel. ,Brad Whitlock,-,2.6.1,Brad Whitlock,11/13/2012,,100%,,11/13/2012 06:47 pm,12/10/2012 05:23 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Fady Najjar reported a problem where the time slider in saved images was always showing ""Time=0"". I did some investigation and was able to determine that when VisIt is run in parallel, transparent plots cause the time value used by the time slider to always be zero. When there are no transparent plots, the time slider shows the right values.
Here is a script that reproduces the problem:

visit -cli -nowin -np 2 -l srun -s reproduce_timeslider.pyOpenDatabase(""/usr/gapps/visit/data/multi_curv2d.silo"")AddPlot(""Pseudocolor"", ""d"", 1, 1)AddOperator(""Elevate"", 1)PseudocolorAtts = PseudocolorAttributes()PseudocolorAtts.colorTableName = ""hot_desaturated"" SetPlotOptions(PseudocolorAtts)DrawPlots()

timeslider = CreateAnnotationObject(""TimeSlider"")

Save a good imageSaveWindow()


Save a bad image (transparency in parallel to blame)PseudocolorAtts.opacity = 0.411765SetPlotOptions(PseudocolorAtts)DrawPlots()SaveWindow()

"
1240,Rejected,Bug,Normal, Enable VISIT_VERBOSE_MAKEFILE for Debug build types ,-,-,-,Mark Miller,11/14/2012,,0%,,11/14/2012 01:56 pm,01/17/2013 07:48 pm,3 - Occasional,2 - Minor Irritation,4.8,,,All,Any,"
If VISIT_VERBOSE_MAKEFILE CMake variable is what I think it is (enables make VERBOSE=1 by default), then I think it should just be turned on whenever a Debug build type is requested.
Since I saw this explicitly set in config-site/edge83.cmake and since I frequently do debug builds but don't get verbose makefiles by default, I concluded that it is currently not the case that we enable verbose make for debug builds.
"
1241,Resolved,Bug,Normal, VisIt frontendlauncher running into problems with LC's python 2.7 ,Brad Whitlock,-,2.6,Brad Whitlock,11/14/2012,,0%,,11/14/2012 06:22 pm,11/30/2012 05:06 pm,4 - Common,5 - Very Serious,2.5.2,,,All,Any,"
A VisIt user was running client/server to LC's cab machine and was unable to connect. 2 things caused this:
1. Eric was testing 2.6.0 builds, which copied the new Python frontendlauncher to /usr/gapps/visit/bin/visit2. The user had ""use python-2.7.1"" in his dot files
When the new frontendlauncher is used against the python from 2.7.1 dotkit, the following happens (and VisIt won't run). When the python interpreter in question runs, it does not fail to load site.
Now that I think about it, this reminds me of something Gunther ran into. In the old PERL versions of the the launch scripts, we set PYTHONHOME. When we run the new frontendlauncher against the old PERL internallauncher, the PYTHONPATH would be set to VisIt's python. That version of python might cause an incompatibility with python 2.7, preventing the site module from opening. I ran into something like this during development, causing me to not set PYTHONPATH in the new launcher. I think Gunther's solution was to edit the old PERL internallauncher to not set the PYTHONPATH.

edge83{whitlocb}31: use python-2.7.1
Prepending: python-2.7.1 (ok)

edge83{whitlocb}32: visit
Running: gui2.5.2
ImportError: No module named site
Can't execute visit launcher script: /usr/gapps/visit/2.5.2/bin/internallauncher!

edge83{whitlocb}33: which python
/usr/apps/python2.7.1/bin/python

edge83{whitlocb}34: python
Python 2.7.1 (r271:86832, Nov 22 2011, 17:06:42) 
[GCC 4.4.6 20110731 (Red Hat 4.4.6-3)] on linux2
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>>

"
1242,Pending,Bug,High, 'advanced' bv options miss-handled or miss-named ,-,-,-,Mark Miller,11/15/2012,,0%,,11/15/2012 02:45 pm,11/28/2012 12:13 pm,3 - Occasional,3 - Major Irritation,2.5.2,,,All,Any,"
Hari recently mentioned a problem with itaps on his system. I advised to make itaps optional and not part of --all-io.
I went looking for what happened to itaps and found this in bv_support/modules.xml

       <group name=""advanced"" comment=""Must be manually downloaded"">
            <lib name=""mili""/>
            <lib name=""visus""/>
            <lib name=""mdsplus""/>
            <lib name=""tcmalloc""/>
            <lib name=""itaps""/>
            <lib name=""hdf4""/>
        </group>

and concluded something is a miss either with what the 'advanced' group is supposed to be or with the comment or both. All the products listed here save mili are all open source I think. Certainly, tcmalloc, hdf4, itaps, mdsplus are. So, while we may want to consider these 'advanced', the 'must be manually downloaded' is not appropriate for these and in particular, I want build_visit to download them for me if I request them.
"
1243,Pending,Bug,Normal, recommend adding -no-gtkstyle to Qt-4.X builds ,-,-,-,Mark Miller,11/15/2012,,0%,,11/15/2012 07:54 pm,12/18/2012 05:58 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
I ran into a problem where Qt 4.8.3 build was bad. Even Qt's own designer app was failing. It would segv very early on in startup.
Granted my laptop is a bit old; gcc-4.1. But, after doing some research, I learned that choosing a different font style or scroll bar overlay style might fix the problem. But, I didn't know how to do either of those things. I did know how to turn off gtkstyle in Qt's configure though. And, when I did that, Qt started working for me.
"
1244,Pending,Bug,Normal, Calling exit() from 'visit -cli -pyside' session causes hang on Windows. ,-,-,-,Kathleen Biagas,11/19/2012,,0%,,11/19/2012 01:53 pm,11/27/2012 06:43 pm,3 - Occasional,4 - Crash / Wrong Results,trunk,,,Windows,Any,"
Running VisIt with pyside from a command prompt via

visit -cli -pyside

Issuing 'exit()' from the cli causes it to hang.Does not happen from cli without pyside.
CTRL-C from cli will close cli but not viewer, but does not affect the hang if you've already issued the 'exit()' command.
Can still close by using the 'x' buttons of the windows.
This is in the 2.6RC, but cannot select that version yet.
"
1245,Pending,Feature,Normal, streamline gui portion of build_visit ,-,-,-,Cyrus Harrison,11/19/2012,,0%,,11/19/2012 02:33 pm,11/28/2012 12:10 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
It is very clear that devs don't use the gui part of build_visit & it is very confusing for users, sys-admins.
My recommendation:
Try to make sure it works a handful of common use cases, leave the advanced stuff to command line options.
-Set parallel flags-Server Components only
& I think we should build tried and true DB libs (silo, etc)
"
1246,Pending,Bug,Normal, viewer too greedy polling for engine connection ,-,-,-,Mark Miller,11/20/2012,,0%,,11/20/2012 07:25 pm,11/28/2012 12:10 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
I tested this betweek skywalker and sidious here at LLNL.
I created a serial profile for sidious and specified a bogus -dir option so that it would fail trying to launch the engine.
The viewer process during the whole time of waiting for the engine to launch pegged the CPU at 100%.
We should probably do like we do in the engine polling activity loop...We start by polling as fast as we can and do so for a period of a few seconds. If nothing happens, then we insert nanosleeps to reduce polling activity a few orders of magnitude. It allows the engine to be maximally responsive as long as the user is triggering work but quickly falls back to very low activity when idle. The similar logic in the engine can be found in MPIXfer.C, VisIt_MPI_Bcast
"
1247,Resolved,Bug,Normal, Possible bug in circular buffer in DBGetName ,-,-,-,Mark Miller,11/20/2012,,0%,,11/20/2012 08:14 pm,11/21/2012 09:00 pm,3 - Occasional,2 - Minor Irritation,4.8,,,All,Any,"
Daniel Laney reported this...
DBnamescheme* scm = DBMakeNamescheme(""@/foo/bar/proc-%d@n"");                std::cout << ""OTHER names: "" << DBGetName(scm, 0)                          << "" "" << DBGetName(scm,123) << ""\n"";
With Kull's version of Silo, I get the following output:
OTHER names: /foo/bar/proc-0 /foo/bar/proc-0
When the insert operations for each GetName call are on separate lines, then it works.
"
1248,Resolved,Feature,Normal, add support for polydata to carto graphic projection operator ,Cyrus Harrison,-,2.6.1,Cyrus Harrison,11/21/2012,,0%,,11/21/2012 04:44 pm,01/09/2013 01:53 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
From Jean Farve
"
1249,Resolved,Bug,Normal, Update visit-vtk-5.8.0.a tarball with FindR change ,Cyrus Harrison,-,2.6,Cyrus Harrison,11/21/2012,,0%,,11/21/2012 06:45 pm,11/26/2012 12:00 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
For 2.6.0
"
